split,loss,rmse,mae,r2,bias,negative_count
val,7.454919328945724,2.580560088039519,0.7333112164970117,-162.71445063490657,0.6307149031088466,0.0
test,17.177086965068945,4.144524938405962,0.9580172438661314,-3560.406712587884,0.5260042771097329,0.0
