split,loss,rmse,mae,r2,bias,negative_count
val,0.11094019479518306,0.32697529738212916,0.2777624966167822,-0.7051664242471838,0.21469079939330496,0.0
test,0.14051122765706486,0.3748482728479149,0.3104614375366105,-81.35764224797185,-0.18070446037583882,0.0
