split,loss,rmse,mae,r2,bias,negative_count
val,6.427422362641457,1.7741201878189259,0.4527692781396109,-52.684840521967296,0.31132888808439374,0.0
test,1.213505355728715,1.1015921912072157,0.5637660477560377,-710.2701356294663,-0.17639142149040582,0.0
