fold_name,target_lake,train_lakes,run_dir,train_windows,val_windows,test_windows,best_epoch,best_val_rmse,final_val_loss,final_test_loss,val_rmse,val_mae,val_r2,test_rmse,test_mae,test_r2
xiaoxingkai_transfer_daily12,【Li】Lake Xiaoxingkai,【Huo】Lake Hnagzhang | 【Huo】Lake Ulansu | 【North Temperate Lakes LTER】Crystal Lake (NTL) | 【North Temperate Lakes LTER】Bog 27-2 (Crystal Bog) | 【North Temperate Lakes LTER】Sparkling Lake | 【North Temperate Lakes LTER】Big Muskellunge Lake | 【North Temperate Lakes LTER】Allequash Lake | 【North Temperate Lakes LTER】Bog 12-15 (Trout Bog) | 【North Temperate Lakes LTER】Trout Lake | 【IISD Experimental】Lake 239 | 【IISD Experimental】Lake 302,S:\STU-Papers\My_Papers\EXP1-Pre-Training-Standalone\outputs\runs\xiaoxingkai_transfer_daily12\xiaoxingkai_transfer_daily12_20260415_130922,278,40,36,80,0.31181131017702035,0.09754847784807234,0.12242957138197785,0.3118113101770203,0.2686782624572515,-0.5183000708320971,0.3498993732231852,0.3338811625209119,-70.75946725807782
