split,loss,rmse,mae,r2,bias,negative_count
val,1.1828694253018741,1.087598007216763,0.65214479342103,-16.640694469353058,0.6164733921842915,0.0
test,1.5230201528093272,1.2341070264808183,0.8373117641959753,-891.6855951159665,0.5539594528058337,0.0
