split,loss,rmse,mae,r2,bias,negative_count
val,0.3910533783531147,0.6253426087778721,0.4848171453922987,-4.55437500259761,0.3922910999506712,0.0
test,0.19549943193348027,0.44215317700258616,0.35144973339305985,-113.58779873559624,-0.24701571671499145,0.0
