split,loss,rmse,mae,r2,bias,negative_count
val,0.06792908071078663,0.26063207920512516,0.2360265115275979,-1.838258768466647,0.23094383240536306,0.0
test,0.4838976841283982,0.6956275469878965,0.5740301712212386,-99.32879637654507,-0.3940535471514467,0.0
