split,loss,rmse,mae,r2,bias,negative_count
val,0.38255473337288803,0.34944659118207666,0.22911498234120767,-1.0827982706554375,0.06164451185335864,0.0
test,2.5013991573285335,1.5815812205917639,0.669777805192603,-1465.1414632390308,-0.1388322657181157,0.0
