window_id,split,lake_name,target_datetime,length,window_days,target_raw,target_transformed,ice_prev_m,ice_prev_gap_days,Air_Temperature_celsius,ice_prev_available,coeff_shape
train_000147,train,【Huo】Lake Ulansu,2022-12-17 00:00:00,28,45,0.342292010784149,0.34229201078414917,0.330457985401153,1.0,-19.6939300537109,1.0,"(1, 27, 52)"
train_000148,train,【Huo】Lake Ulansu,2022-12-18 00:00:00,29,45,0.353291988372802,0.35329198837280273,0.342292010784149,1.0,-15.1652587890624,1.0,"(1, 28, 52)"
train_000149,train,【Huo】Lake Ulansu,2022-12-19 00:00:00,30,45,0.360792011022567,0.36079201102256775,0.353291988372802,1.0,-16.6563476562499,1.0,"(1, 29, 52)"
train_000150,train,【Huo】Lake Ulansu,2022-12-20 00:00:00,31,45,0.367042005062103,0.36704200506210327,0.360792011022567,1.0,-12.9285034179687,1.0,"(1, 30, 52)"
train_000151,train,【Huo】Lake Ulansu,2022-12-21 00:00:00,32,45,0.376208007335662,0.37620800733566284,0.367042005062103,1.0,-13.4118408203124,1.0,"(1, 31, 52)"
train_000152,train,【Huo】Lake Ulansu,2022-12-22 00:00:00,33,45,0.386000007390975,0.38600000739097595,0.376208007335662,1.0,-16.4572204589843,1.0,"(1, 32, 52)"
train_000153,train,【Huo】Lake Ulansu,2022-12-23 00:00:00,34,45,0.390457987785339,0.39045798778533936,0.386000007390975,1.0,-15.5760253906249,1.0,"(1, 33, 52)"
train_000154,train,【Huo】Lake Ulansu,2022-12-24 00:00:00,35,45,0.395000010728836,0.39500001072883606,0.390457987785339,1.0,-12.6200622558593,1.0,"(1, 34, 52)"
train_000155,train,【Huo】Lake Ulansu,2022-12-25 00:00:00,36,45,0.399500012397766,0.3995000123977661,0.395000010728836,1.0,-13.0202087402343,1.0,"(1, 35, 52)"
train_000156,train,【Huo】Lake Ulansu,2022-12-26 00:00:00,37,45,0.408374994993209,0.40837499499320984,0.399500012397766,1.0,-18.1697296142577,1.0,"(1, 36, 52)"
train_000157,train,【Huo】Lake Ulansu,2022-12-27 00:00:00,38,45,0.418875008821487,0.4188750088214874,0.408374994993209,1.0,-19.3698181152343,1.0,"(1, 37, 52)"
train_000158,train,【Huo】Lake Ulansu,2022-12-28 00:00:00,39,45,0.425832986831665,0.42583298683166504,0.418875008821487,1.0,-18.2389282226562,1.0,"(1, 38, 52)"
train_000159,train,【Huo】Lake Ulansu,2022-12-29 00:00:00,40,45,0.433041989803314,0.4330419898033142,0.425832986831665,1.0,-20.6459564208984,1.0,"(1, 39, 52)"
train_000160,train,【Huo】Lake Ulansu,2022-12-30 00:00:00,41,45,0.438625007867813,0.4386250078678131,0.433041989803314,1.0,-19.8689483642577,1.0,"(1, 40, 52)"
train_000161,train,【Huo】Lake Ulansu,2022-12-31 00:00:00,42,45,0.441541999578475,0.44154199957847595,0.438625007867813,1.0,-16.6161560058593,1.0,"(1, 41, 52)"
train_000162,train,【Huo】Lake Ulansu,2023-01-01 00:00:00,43,45,0.442416995763778,0.4424169957637787,0.441541999578475,1.0,-16.1645874023437,1.0,"(1, 42, 52)"
train_000163,train,【Huo】Lake Ulansu,2023-01-02 00:00:00,44,45,0.442292004823684,0.4422920048236847,0.442416995763778,1.0,-16.6378845214843,1.0,"(1, 43, 52)"
train_000164,train,【Huo】Lake Ulansu,2023-01-03 00:00:00,45,45,0.447167009115219,0.4471670091152191,0.442292004823684,1.0,-16.3758911132812,1.0,"(1, 44, 52)"
train_000165,train,【Huo】Lake Ulansu,2023-01-04 00:00:00,46,45,0.453667014837265,0.453667014837265,0.447167009115219,1.0,-16.4979003906249,1.0,"(1, 45, 52)"
train_000166,train,【Huo】Lake Ulansu,2023-01-05 00:00:00,46,45,0.453417003154754,0.45341700315475464,0.453667014837265,1.0,-15.0649475097656,1.0,"(1, 45, 52)"
train_000167,train,【Huo】Lake Ulansu,2023-01-06 00:00:00,46,45,0.459542006254196,0.45954200625419617,0.453417003154754,1.0,-10.8112854003906,1.0,"(1, 45, 52)"
train_000168,train,【Huo】Lake Ulansu,2023-01-07 00:00:00,46,45,0.460624992847442,0.4606249928474426,0.459542006254196,1.0,-10.4440368652343,1.0,"(1, 45, 52)"
train_000169,train,【Huo】Lake Ulansu,2023-01-08 00:00:00,46,45,0.461291998624801,0.46129199862480164,0.460624992847442,1.0,-11.6688293457031,1.0,"(1, 45, 52)"
train_000170,train,【Huo】Lake Ulansu,2023-01-09 00:00:00,46,45,0.461374998092651,0.46137499809265137,0.461291998624801,1.0,-10.7182067871093,1.0,"(1, 45, 52)"
train_000171,train,【Huo】Lake Ulansu,2023-01-10 00:00:00,46,45,0.462208002805709,0.46220800280570984,0.461374998092651,1.0,-8.29752197265622,1.0,"(1, 45, 52)"
train_000172,train,【Huo】Lake Ulansu,2023-01-11 00:00:00,46,45,0.461625009775161,0.46162500977516174,0.462208002805709,1.0,-4.07114257812497,1.0,"(1, 45, 52)"
train_000173,train,【Huo】Lake Ulansu,2023-01-12 00:00:00,46,45,0.456333011388778,0.4563330113887787,0.461625009775161,1.0,-6.38480224609372,1.0,"(1, 45, 52)"
train_000174,train,【Huo】Lake Ulansu,2023-01-13 00:00:00,46,45,0.458000004291534,0.4580000042915344,0.456333011388778,1.0,-10.3905090332031,1.0,"(1, 45, 52)"
train_000175,train,【Huo】Lake Ulansu,2023-01-14 00:00:00,46,45,0.449874997138977,0.44987499713897705,0.458000004291534,1.0,-16.0354980468749,1.0,"(1, 45, 52)"
train_000176,train,【Huo】Lake Ulansu,2023-01-15 00:00:00,46,45,0.455792009830474,0.45579200983047485,0.449874997138977,1.0,-20.824819946289,1.0,"(1, 45, 52)"
train_000177,train,【Huo】Lake Ulansu,2023-01-16 00:00:00,46,45,0.462875008583068,0.46287500858306885,0.455792009830474,1.0,-18.8270629882812,1.0,"(1, 45, 52)"
train_000178,train,【Huo】Lake Ulansu,2023-01-17 00:00:00,46,45,0.462541997432708,0.46254199743270874,0.462875008583068,1.0,-13.8947509765624,1.0,"(1, 45, 52)"
train_000179,train,【Huo】Lake Ulansu,2023-01-18 00:00:00,46,45,0.464291989803314,0.4642919898033142,0.462541997432708,1.0,-15.3030456542968,1.0,"(1, 45, 52)"
train_000180,train,【Huo】Lake Ulansu,2023-01-19 00:00:00,46,45,0.472166985273361,0.4721669852733612,0.464291989803314,1.0,-14.2901062011718,1.0,"(1, 45, 52)"
train_000181,train,【Huo】Lake Ulansu,2023-01-20 00:00:00,46,45,0.47920799255371,0.47920799255371094,0.472166985273361,1.0,-22.3169921874999,1.0,"(1, 45, 52)"
train_000182,train,【Huo】Lake Ulansu,2023-01-21 00:00:00,46,45,0.477708011865615,0.47770801186561584,0.47920799255371,1.0,-15.3443969726562,1.0,"(1, 45, 52)"
train_000183,train,【Huo】Lake Ulansu,2023-01-22 00:00:00,46,45,0.476792007684707,0.47679200768470764,0.477708011865615,1.0,-14.5925659179687,1.0,"(1, 45, 52)"
train_000184,train,【Huo】Lake Ulansu,2023-01-23 00:00:00,46,45,0.482917010784149,0.48291701078414917,0.476792007684707,1.0,-22.4605010986327,1.0,"(1, 45, 52)"
train_000185,train,【Huo】Lake Ulansu,2023-01-24 00:00:00,46,45,0.486292004585266,0.4862920045852661,0.482917010784149,1.0,-27.2387908935546,1.0,"(1, 45, 52)"
train_000186,train,【Huo】Lake Ulansu,2023-01-25 00:00:00,46,45,0.488416999578475,0.48841699957847595,0.486292004585266,1.0,-22.3356384277343,1.0,"(1, 45, 52)"
train_000187,train,【Huo】Lake Ulansu,2023-01-26 00:00:00,46,45,0.491124987602233,0.4911249876022339,0.488416999578475,1.0,-15.2152160644531,1.0,"(1, 45, 52)"
train_000188,train,【Huo】Lake Ulansu,2023-01-27 00:00:00,46,45,0.492707997560501,0.4927079975605011,0.491124987602233,1.0,-18.0284942626952,1.0,"(1, 45, 52)"
train_000189,train,【Huo】Lake Ulansu,2023-01-28 00:00:00,46,45,0.492792010307312,0.492792010307312,0.492707997560501,1.0,-16.9704650878906,1.0,"(1, 45, 52)"
train_000190,train,【Huo】Lake Ulansu,2023-01-29 00:00:00,46,45,0.494583010673522,0.49458301067352295,0.492792010307312,1.0,-12.0546936035156,1.0,"(1, 45, 52)"
train_000191,train,【Huo】Lake Ulansu,2023-01-30 00:00:00,46,45,0.495292007923126,0.4952920079231262,0.494583010673522,1.0,-11.6863159179687,1.0,"(1, 45, 52)"
train_000192,train,【Huo】Lake Ulansu,2023-01-31 00:00:00,46,45,0.495000004768371,0.4950000047683716,0.495292007923126,1.0,-12.2766784667968,1.0,"(1, 45, 52)"
train_000193,train,【Huo】Lake Ulansu,2023-02-01 00:00:00,46,45,0.495792001485824,0.4957920014858246,0.495000004768371,1.0,-13.7431701660156,1.0,"(1, 45, 52)"
train_000194,train,【Huo】Lake Ulansu,2023-02-02 00:00:00,46,45,0.495292007923126,0.4952920079231262,0.495792001485824,1.0,-10.8678649902343,1.0,"(1, 45, 52)"
train_000195,train,【Huo】Lake Ulansu,2023-02-03 00:00:00,46,45,0.495792001485824,0.4957920014858246,0.495292007923126,1.0,-10.6300109863281,1.0,"(1, 45, 52)"
train_000196,train,【Huo】Lake Ulansu,2023-02-04 00:00:00,46,45,0.495375007390975,0.49537500739097595,0.495792001485824,1.0,-14.4071411132812,1.0,"(1, 45, 52)"
train_000197,train,【Huo】Lake Ulansu,2023-02-05 00:00:00,46,45,0.494374990463256,0.49437499046325684,0.495375007390975,1.0,-10.7567810058593,1.0,"(1, 45, 52)"
train_000198,train,【Huo】Lake Ulansu,2023-02-06 00:00:00,46,45,0.48462501168251,0.4846250116825104,0.494374990463256,1.0,-11.3303283691406,1.0,"(1, 45, 52)"
train_000199,train,【Huo】Lake Ulansu,2023-02-07 00:00:00,46,45,0.481875002384185,0.4818750023841858,0.48462501168251,1.0,-9.43210449218747,1.0,"(1, 45, 52)"
train_000200,train,【Huo】Lake Ulansu,2023-02-08 00:00:00,46,45,0.47775000333786,0.4777500033378601,0.481875002384185,1.0,-7.76175537109372,1.0,"(1, 45, 52)"
train_000201,train,【Huo】Lake Ulansu,2023-02-09 00:00:00,46,45,0.474500000476837,0.47450000047683716,0.47775000333786,1.0,-5.91702880859372,1.0,"(1, 45, 52)"
train_000202,train,【Huo】Lake Ulansu,2023-02-10 00:00:00,46,45,0.4757080078125,0.4757080078125,0.474500000476837,1.0,-9.59711303710935,1.0,"(1, 45, 52)"
train_000203,train,【Huo】Lake Ulansu,2023-02-11 00:00:00,46,45,0.475125014781951,0.4751250147819519,0.4757080078125,1.0,-4.94858398437497,1.0,"(1, 45, 52)"
train_000204,train,【Huo】Lake Ulansu,2023-02-12 00:00:00,46,45,0.478125005960464,0.4781250059604645,0.475125014781951,1.0,-4.39768066406247,1.0,"(1, 45, 52)"
train_000205,train,【Huo】Lake Ulansu,2023-02-13 00:00:00,46,45,0.483541995286941,0.48354199528694153,0.478125005960464,1.0,-12.5890869140624,1.0,"(1, 45, 52)"
train_000206,train,【Huo】Lake Ulansu,2023-02-14 00:00:00,46,45,0.480666995048522,0.48066699504852295,0.483541995286941,1.0,-8.8435119628906,1.0,"(1, 45, 52)"
train_000207,train,【Huo】Lake Ulansu,2023-02-15 00:00:00,46,45,0.478792011737823,0.4787920117378235,0.480666995048522,1.0,-11.5993103027343,1.0,"(1, 45, 52)"
train_000208,train,【Huo】Lake Ulansu,2023-02-16 00:00:00,46,45,0.465083003044128,0.4650830030441284,0.478792011737823,1.0,-9.89261474609372,1.0,"(1, 45, 52)"
train_000209,train,【Huo】Lake Ulansu,2023-02-17 00:00:00,46,45,0.447667002677917,0.4476670026779175,0.465083003044128,1.0,-5.46137084960935,1.0,"(1, 45, 52)"
train_000210,train,【Huo】Lake Ulansu,2023-02-18 00:00:00,46,45,0.429917007684707,0.42991700768470764,0.447667002677917,1.0,-6.82291259765622,1.0,"(1, 45, 52)"
train_000211,train,【Huo】Lake Ulansu,2023-02-19 00:00:00,46,45,0.431333005428314,0.4313330054283142,0.429917007684707,1.0,-11.7772277832031,1.0,"(1, 45, 52)"
train_000212,train,【Huo】Lake Ulansu,2023-02-20 00:00:00,46,45,0.430833011865615,0.43083301186561584,0.431333005428314,1.0,-11.6109069824218,1.0,"(1, 45, 52)"
train_000213,train,【Huo】Lake Ulansu,2023-02-21 00:00:00,46,45,0.426041990518569,0.42604199051856995,0.430833011865615,1.0,-3.70731201171872,1.0,"(1, 45, 52)"
train_000214,train,【Huo】Lake Ulansu,2023-02-22 00:00:00,46,45,0.422333002090454,0.4223330020904541,0.426041990518569,1.0,-6.49506225585935,1.0,"(1, 45, 52)"
train_000215,train,【Huo】Lake Ulansu,2023-02-23 00:00:00,46,45,0.420042008161544,0.4200420081615448,0.422333002090454,1.0,-4.0175842285156,1.0,"(1, 45, 52)"
train_000216,train,【Huo】Lake Ulansu,2023-02-24 00:00:00,46,45,0.416792005300521,0.41679200530052185,0.420042008161544,1.0,-5.83908691406247,1.0,"(1, 45, 52)"
train_000217,train,【Huo】Lake Ulansu,2023-02-25 00:00:00,46,45,0.409207999706268,0.4092079997062683,0.416792005300521,1.0,-6.5474914550781,1.0,"(1, 45, 52)"
train_000218,train,【Huo】Lake Ulansu,2023-02-26 00:00:00,46,45,0.406042009592056,0.4060420095920563,0.409207999706268,1.0,-5.18973388671872,1.0,"(1, 45, 52)"
train_000219,train,【Huo】Lake Ulansu,2023-02-27 00:00:00,46,45,0.402332991361618,0.40233299136161804,0.406042009592056,1.0,-3.19345703124997,1.0,"(1, 45, 52)"
train_000220,train,【Huo】Lake Ulansu,2023-02-28 00:00:00,46,45,0.397749990224838,0.39774999022483826,0.402332991361618,1.0,-5.56659545898435,1.0,"(1, 45, 52)"
train_000221,train,【Huo】Lake Ulansu,2023-03-01 00:00:00,46,45,0.388792008161544,0.3887920081615448,0.397749990224838,1.0,-7.87381591796872,1.0,"(1, 45, 52)"
train_000222,train,【Huo】Lake Ulansu,2023-03-02 00:00:00,46,45,0.369417011737823,0.3694170117378235,0.388792008161544,1.0,-7.72318115234372,1.0,"(1, 45, 52)"
train_000223,train,【Huo】Lake Ulansu,2023-03-03 00:00:00,46,45,0.356375008821487,0.3563750088214874,0.369417011737823,1.0,-3.53079833984372,1.0,"(1, 45, 52)"
train_000224,train,【Huo】Lake Ulansu,2023-03-04 00:00:00,46,45,0.344500005245208,0.34450000524520874,0.356375008821487,1.0,-4.67716064453122,1.0,"(1, 45, 52)"
train_000225,train,【Huo】Lake Ulansu,2023-03-05 00:00:00,46,45,0.337792009115219,0.3377920091152191,0.344500005245208,1.0,-2.77838745117185,1.0,"(1, 45, 52)"
train_000226,train,【Huo】Lake Ulansu,2023-03-06 00:00:00,46,45,0.331916987895965,0.3319169878959656,0.337792009115219,1.0,0.760461425781272,1.0,"(1, 45, 52)"
train_000227,train,【Huo】Lake Ulansu,2023-03-07 00:00:00,46,45,0.328207999467849,0.32820799946784973,0.331916987895965,1.0,1.78136596679689,1.0,"(1, 45, 52)"
train_000228,train,【Huo】Lake Ulansu,2023-03-08 00:00:00,46,45,0.327542006969451,0.3275420069694519,0.328207999467849,1.0,-1.10361328124997,1.0,"(1, 45, 52)"
train_000229,train,【Huo】Lake Ulansu,2023-03-09 00:00:00,46,45,0.319833010435104,0.31983301043510437,0.327542006969451,1.0,1.59612426757814,1.0,"(1, 45, 52)"
train_000230,train,【Huo】Lake Ulansu,2023-03-10 00:00:00,46,45,0.296416997909545,0.2964169979095459,0.319833010435104,1.0,3.78148803710939,1.0,"(1, 45, 52)"
train_000231,train,【Huo】Lake Ulansu,2023-03-11 00:00:00,46,45,0.265374988317489,0.2653749883174896,0.296416997909545,1.0,-3.28323974609372,1.0,"(1, 45, 52)"
train_000232,train,【Huo】Lake Ulansu,2023-03-12 00:00:00,46,45,0.242541998624801,0.24254199862480164,0.265374988317489,1.0,-8.7260803222656,1.0,"(1, 45, 52)"
train_000233,train,【IISD Experimental】Lake 239,1970-04-07 00:00:00,2,45,0.6700000166893,0.6700000166893005,0.479999989271163,39.0,2.87716064453127,1.0,"(1, 1, 52)"
train_000234,train,【IISD Experimental】Lake 239,1971-02-23 00:00:00,2,45,0.519999980926513,0.5199999809265137,0.379999995231628,35.0,-5.22711791992185,1.0,"(1, 1, 52)"
train_000235,train,【IISD Experimental】Lake 239,1971-03-30 00:00:00,2,45,0.699999988079071,0.699999988079071,0.519999980926513,35.0,-1.4502014160156,1.0,"(1, 1, 52)"
train_000236,train,【IISD Experimental】Lake 239,1971-04-21 00:00:00,2,45,0.230000004172325,0.23000000417232513,0.699999988079071,22.0,7.25948486328127,1.0,"(1, 1, 52)"
train_000237,train,【IISD Experimental】Lake 239,1972-04-06 00:00:00,2,45,0.660000026226043,0.6600000262260437,0.75,1.0,-4.49185791015622,1.0,"(1, 1, 52)"
train_000238,train,【IISD Experimental】Lake 239,1972-12-11 00:00:00,2,45,0.389999985694885,0.38999998569488525,0.050000000745058,26.0,-20.0500854492187,1.0,"(1, 1, 52)"
train_000239,train,【IISD Experimental】Lake 239,1973-01-22 00:00:00,2,45,0.600000023841857,0.6000000238418579,0.389999985694885,42.0,-6.20755615234372,1.0,"(1, 1, 52)"
train_000240,train,【IISD Experimental】Lake 239,1973-02-01 00:00:00,2,45,0.649999976158142,0.6499999761581421,0.600000023841857,10.0,-7.03897705078122,1.0,"(1, 1, 52)"
train_000241,train,【IISD Experimental】Lake 239,1973-12-18 00:00:00,2,45,0.25,0.25,0.25,1.0,-12.7968200683593,1.0,"(1, 1, 52)"
train_000242,train,【IISD Experimental】Lake 239,1974-01-22 00:00:00,3,45,0.25,0.25,0.25,35.0,-8.58954467773435,1.0,"(1, 2, 52)"
train_000243,train,【IISD Experimental】Lake 239,1974-02-25 00:00:00,2,45,0.560000002384185,0.5600000023841858,0.25,34.0,-9.86905517578122,1.0,"(1, 1, 52)"
train_000244,train,【IISD Experimental】Lake 239,1974-04-01 00:00:00,2,45,0.5,0.5,0.560000002384185,35.0,-1.0213684082031,1.0,"(1, 1, 52)"
train_000245,train,【IISD Experimental】Lake 239,1974-04-26 00:00:00,2,45,0.360000014305114,0.36000001430511475,0.5,25.0,13.2196594238281,1.0,"(1, 1, 52)"
train_000246,train,【IISD Experimental】Lake 239,1974-05-01 00:00:00,3,45,0.280000001192092,0.2800000011920929,0.360000014305114,5.0,2.84502563476564,1.0,"(1, 2, 52)"
train_000247,train,【IISD Experimental】Lake 239,1974-05-03 00:00:00,4,45,0.239999994635581,0.23999999463558197,0.280000001192092,2.0,0.596276855468772,1.0,"(1, 3, 52)"
train_000248,train,【IISD Experimental】Lake 239,1974-05-07 00:00:00,5,45,0.189999997615814,0.1899999976158142,0.239999994635581,4.0,6.19753417968752,1.0,"(1, 4, 52)"
train_000249,train,【IISD Experimental】Lake 239,1981-01-02 00:00:00,2,45,0.349999994039535,0.3499999940395355,0.180000007152557,23.0,-21.8947967529296,1.0,"(1, 1, 52)"
train_000250,train,【IISD Experimental】Lake 239,1981-01-12 00:00:00,3,45,0.400000005960464,0.4000000059604645,0.349999994039535,10.0,-15.7985290527343,1.0,"(1, 2, 52)"
train_000251,train,【IISD Experimental】Lake 239,1981-01-26 00:00:00,3,45,0.449999988079071,0.44999998807907104,0.400000005960464,14.0,-1.22135009765622,1.0,"(1, 2, 52)"
train_000252,train,【IISD Experimental】Lake 239,1981-02-10 00:00:00,4,45,0.52999997138977,0.5299999713897705,0.449999988079071,15.0,-24.1430419921874,1.0,"(1, 3, 52)"
train_000253,train,【IISD Experimental】Lake 239,1981-02-23 00:00:00,4,45,0.589999973773956,0.5899999737739563,0.52999997138977,13.0,-0.134771728515602,1.0,"(1, 3, 52)"
train_000254,train,【IISD Experimental】Lake 239,1981-03-16 00:00:00,3,45,0.660000026226043,0.6600000262260437,0.589999973773956,21.0,-1.55341186523435,1.0,"(1, 2, 52)"
train_000255,train,【IISD Experimental】Lake 239,1982-01-12 00:00:00,2,45,0.330000013113021,0.33000001311302185,0.150000005960464,28.0,-20.6643737792968,1.0,"(1, 1, 52)"
train_000256,train,【IISD Experimental】Lake 239,1982-02-09 00:00:00,2,45,0.469999998807907,0.4699999988079071,0.330000013113021,28.0,-20.7678131103515,1.0,"(1, 1, 52)"
train_000257,train,【IISD Experimental】Lake 239,1982-03-09 00:00:00,2,45,0.560000002384185,0.5600000023841858,0.469999998807907,28.0,-14.8400024414062,1.0,"(1, 1, 52)"
train_000258,train,【IISD Experimental】Lake 239,1983-01-11 00:00:00,2,45,0.449999988079071,0.44999998807907104,0.270000010728836,28.0,-8.6326965332031,1.0,"(1, 1, 52)"
train_000259,train,【IISD Experimental】Lake 239,1983-02-15 00:00:00,2,45,0.490000009536743,0.49000000953674316,0.449999988079071,35.0,-1.06894531249997,1.0,"(1, 1, 52)"
train_000260,train,【IISD Experimental】Lake 239,1983-03-15 00:00:00,2,45,0.479999989271163,0.47999998927116394,0.490000009536743,28.0,-7.4869445800781,1.0,"(1, 1, 52)"
train_000261,train,【IISD Experimental】Lake 239,1985-01-01 00:00:00,2,45,0.409999996423721,0.4099999964237213,0.129999995231628,20.0,-26.1590637207031,1.0,"(1, 1, 52)"
train_000262,train,【IISD Experimental】Lake 239,1985-02-20 00:00:00,2,45,0.449999988079071,0.44999998807907104,0.409999996423721,2.0,-12.1845458984374,1.0,"(1, 1, 52)"
train_000263,train,【IISD Experimental】Lake 239,1986-01-20 00:00:00,2,45,0.310000002384185,0.3100000023841858,0.100000001490116,42.0,-9.05911865234372,1.0,"(1, 1, 52)"
train_000264,train,【IISD Experimental】Lake 239,1988-02-21 00:00:00,2,45,0.5,0.5,0.289999991655349,34.0,-19.696646118164,1.0,"(1, 1, 52)"
train_000265,train,【IISD Experimental】Lake 239,1988-03-21 00:00:00,2,45,0.479999989271163,0.47999998927116394,0.5,29.0,-9.63321533203122,1.0,"(1, 1, 52)"
train_000266,train,【IISD Experimental】Lake 239,1989-01-16 00:00:00,2,45,0.540000021457672,0.5400000214576721,0.150000005960464,42.0,-17.4932159423827,1.0,"(1, 1, 52)"
train_000267,train,【IISD Experimental】Lake 239,1989-02-20 00:00:00,2,45,0.629999995231628,0.6299999952316284,0.540000021457672,35.0,-14.0968383789062,1.0,"(1, 1, 52)"
train_000268,train,【IISD Experimental】Lake 239,1989-03-20 00:00:00,2,45,0.689999997615814,0.6899999976158142,0.629999995231628,28.0,-7.91312255859372,1.0,"(1, 1, 52)"
train_000269,train,【IISD Experimental】Lake 239,1989-12-13 00:00:00,2,45,0.560000002384185,0.5600000023841858,0.310000002384185,2.0,-26.0751861572265,1.0,"(1, 1, 52)"
train_000270,train,【IISD Experimental】Lake 239,1994-03-21 00:00:00,2,45,0.610000014305114,0.6100000143051147,0.550000011920929,32.0,2.21431884765627,1.0,"(1, 1, 52)"
train_000271,train,【IISD Experimental】Lake 239,2000-03-07 00:00:00,2,45,0.439999997615814,0.4399999976158142,0.430000007152557,1.0,10.0837951660156,1.0,"(1, 1, 52)"
train_000272,train,【IISD Experimental】Lake 239,2000-03-21 00:00:00,3,45,0.400000005960464,0.4000000059604645,0.439999997615814,14.0,3.11422119140627,1.0,"(1, 2, 52)"
train_000273,train,【IISD Experimental】Lake 239,2001-01-25 00:00:00,2,45,0.370000004768371,0.3700000047683716,0.259999990463256,38.0,-15.7549194335937,1.0,"(1, 1, 52)"
train_000274,train,【IISD Experimental】Lake 239,2001-02-16 00:00:00,2,45,0.52999997138977,0.5299999713897705,0.370000004768371,22.0,-11.6802429199218,1.0,"(1, 1, 52)"
train_000275,train,【IISD Experimental】Lake 239,2001-03-06 00:00:00,3,45,0.550000011920929,0.550000011920929,0.52999997138977,18.0,-4.90885009765622,1.0,"(1, 2, 52)"
train_000276,train,【IISD Experimental】Lake 239,2001-04-17 00:00:00,2,45,0.519999980926513,0.5199999809265137,0.550000011920929,42.0,-0.998907470703102,1.0,"(1, 1, 52)"
train_000277,train,【IISD Experimental】Lake 239,2001-12-19 00:00:00,2,45,0.170000001788139,0.17000000178813934,0.100000001490116,5.0,-4.3436340332031,1.0,"(1, 1, 52)"
train_000278,train,【IISD Experimental】Lake 239,2002-01-07 09:00:00,3,45,0.379999995231628,0.3799999952316284,0.170000001788139,19.375,-15.3048461914062,1.0,"(1, 2, 52)"
train_000279,train,【IISD Experimental】Lake 239,2002-01-15 00:00:00,4,45,0.349999994039535,0.3499999940395355,0.379999995231628,7.625,-8.7768615722656,1.0,"(1, 3, 52)"
train_000280,train,【IISD Experimental】Lake 239,2002-02-13 00:00:00,3,45,0.52999997138977,0.5299999713897705,0.349999994039535,29.0,-13.9220336914062,1.0,"(1, 2, 52)"
train_000281,train,【IISD Experimental】Lake 239,2002-03-11 14:20:00,2,45,0.610000014305114,0.6100000143051147,0.52999997138977,26.59722222222222,-13.0716613769531,1.0,"(1, 1, 52)"
train_000282,train,【IISD Experimental】Lake 239,2002-03-25 00:00:00,3,45,0.610000014305114,0.6100000143051147,0.610000014305114,13.40277777777778,-11.0372070312499,1.0,"(1, 2, 52)"
train_000283,train,【IISD Experimental】Lake 239,2002-04-12 00:00:00,3,45,0.620000004768371,0.6200000047683716,0.610000014305114,18.0,6.04076538085939,1.0,"(1, 2, 52)"
train_000284,train,【IISD Experimental】Lake 239,2002-04-17 00:00:00,4,45,0.430000007152557,0.4300000071525574,0.620000004768371,5.0,10.1213623046875,1.0,"(1, 3, 52)"
train_000285,train,【IISD Experimental】Lake 239,2002-12-12 00:00:00,2,45,0.310000002384185,0.3100000023841858,0.140000000596046,15.0,-0.826910400390602,1.0,"(1, 1, 52)"
train_000286,train,【IISD Experimental】Lake 239,2003-01-06 02:35:00,3,45,0.419999986886978,0.41999998688697815,0.310000002384185,25.10763888888889,-12.0553649902343,1.0,"(1, 2, 52)"
train_000287,train,【IISD Experimental】Lake 239,2003-01-13 00:00:00,3,45,0.5,0.5,0.419999986886978,6.892361111111111,-19.3244689941406,1.0,"(1, 2, 52)"
train_000288,train,【IISD Experimental】Lake 239,2003-02-11 00:00:00,3,45,0.699999988079071,0.699999988079071,0.5,29.0,-21.5205596923827,1.0,"(1, 2, 52)"
train_000289,train,【IISD Experimental】Lake 239,2003-03-05 00:00:00,2,45,0.75,0.75,0.699999988079071,22.0,-18.2679962158202,1.0,"(1, 1, 52)"
train_000290,train,【IISD Experimental】Lake 239,2003-03-25 00:00:00,3,45,0.769999980926513,0.7699999809265137,0.75,20.0,0.894342041015647,1.0,"(1, 2, 52)"
train_000291,train,【IISD Experimental】Lake 239,2003-04-07 11:12:00,3,45,0.584999978542327,0.5849999785423279,0.769999980926513,13.466666666666669,-4.10086669921872,1.0,"(1, 2, 52)"
train_000292,train,【IISD Experimental】Lake 239,2003-12-04 00:00:00,2,45,0.140000000596046,0.14000000059604645,0.0900000035762786,7.0,-1.65866699218747,1.0,"(1, 1, 52)"
train_000293,train,【IISD Experimental】Lake 239,2003-12-10 00:00:00,3,45,0.25,0.25,0.140000000596046,6.0,-13.9747985839843,1.0,"(1, 2, 52)"
train_000294,train,【IISD Experimental】Lake 239,2004-01-05 15:30:00,4,45,0.300000011920928,0.30000001192092896,0.25,26.64583333333333,-30.2236083984374,1.0,"(1, 3, 52)"
train_000295,train,【IISD Experimental】Lake 239,2004-01-23 00:00:00,3,45,0.400000005960464,0.4000000059604645,0.300000011920928,17.354166666666668,-24.5370391845702,1.0,"(1, 2, 52)"
train_000296,train,【IISD Experimental】Lake 239,2004-02-10 00:00:00,3,45,0.509999990463256,0.5099999904632568,0.400000005960464,18.0,-11.0918029785156,1.0,"(1, 2, 52)"
train_000297,train,【IISD Experimental】Lake 239,2004-03-22 16:09:00,2,45,0.660000026226043,0.6600000262260437,0.509999990463256,41.672916666666666,-7.14386596679685,1.0,"(1, 1, 52)"
