epoch,train_loss,val_loss,val_rmse,val_mae,val_r2,lr
1,0.05059645026922226,0.8294653603142634,0.9107498890004123,0.6178821958601475,-11.953052867284898,0.0002
2,0.034372913837432864,0.5020184098828834,0.7085325750329926,0.5418709049001336,-6.839593206278788,0.0002
3,0.026546140387654304,0.39758724195503914,0.6305451942208735,0.496294111199677,-5.208780753002658,0.0002
4,0.025721621140837668,0.3830247190153512,0.6188899086391304,0.4738336462527514,-4.981370256381846,0.0002
5,0.022834910079836845,0.37323009535779317,0.6109256054199997,0.450561853684485,-4.828415975080165,0.0002
6,0.0204000573605299,0.351314227922175,0.5927176629072015,0.4353368178009987,-4.486174571028746,0.0002
7,0.019265637919306754,0.3701217564115321,0.60837632795132,0.4314803367480636,-4.779875697659652,0.0002
8,0.01853892728686333,0.3507388601849581,0.5922320999278561,0.41717385612428187,-4.477189543956034,0.0002
9,0.017224670574069022,0.30555678722524776,0.5527719124785989,0.4030253067612648,-3.7716196579768093,0.0002
10,0.016424952447414397,0.2775508238940474,0.526830925339475,0.39622357822954657,-3.334274422136172,0.0002
11,0.016545657999813557,0.2591135230831999,0.5090319470162947,0.38616888243705033,-3.046354825297964,0.0002
12,0.017687881737947463,0.2414642565907299,0.49139012667200577,0.3760293314233422,-2.770741288092325,0.0002
13,0.017542562633752822,0.23380903021366564,0.48353803388530425,0.36583071704953907,-2.6511961488768923,0.0002
14,0.01586920879781246,0.22599608659357787,0.47539045698623134,0.3619141595438123,-2.529188074034839,0.0002
15,0.014934620261192322,0.22327388524137665,0.4725186612625756,0.35936504825949667,-2.486677777984505,0.0002
16,0.01487942598760128,0.2071534751472892,0.4551411595838034,0.35334295090287926,-2.2349390867968277,0.0002
17,0.014371567405760288,0.1971877234527807,0.44405824331137095,0.3465481365099549,-2.07931244494129,0.0002
18,0.01378302052617073,0.19112862859078147,0.4371826032572448,0.3434864791110158,-1.9846927298447667,0.0002
19,0.013760752975940704,0.1833961330394255,0.4282477472671929,0.3393708487972617,-1.8639409438572105,0.0002
20,0.013567368127405643,0.18109206376036607,0.4255491320169342,0.3355795802548528,-1.8279602596605415,0.0002
21,0.012647107988595963,0.18528742570406861,0.4304502592682093,0.3365784827619791,-1.893475647830079,0.0002
22,0.012244352512061596,0.18582888817782345,0.4310787493925251,0.33790522869676354,-1.9019312053298396,0.0002
23,0.011775048822164536,0.17720695543877835,0.4209595650876439,0.3334808932617307,-1.7672898376123105,0.0002
24,0.01280460599809885,0.1669562023504206,0.40860274393403256,0.3234499586746097,-1.6072125721401571,0.0002
25,0.012536185979843139,0.16585042985187526,0.4072473816390662,0.3184998156502843,-1.5899446664286745,0.0002
26,0.011312805116176605,0.1578625121277392,0.3973191565073841,0.31456469986587765,-1.4652041702842,0.0002
27,0.011792473681271076,0.15772671825219683,0.3971482320899803,0.3130658550187945,-1.463083593183443,0.0002
28,0.010927487164735794,0.1603277638596805,0.400409495216685,0.3102752981707454,-1.5037019033334778,0.0002
29,0.010865932889282703,0.15578176439259905,0.39469198673471834,0.3080033356323838,-1.4327109081104283,0.0002
30,0.009384990017861129,0.14142647159966198,0.37606711049979097,0.30457149129360916,-1.208536547891434,0.0002
31,0.00995902419090271,0.13703447007893557,0.37018167172205535,0.30421998966485264,-1.1399504072120799,0.0002
32,0.009999363496899605,0.13342176792831664,0.3652694456539126,0.30102857965976,-1.083533919930452,0.0002
33,0.009534568060189486,0.1295804589287966,0.35997285860019584,0.29649784192442896,-1.023547474527224,0.0002
34,0.009705537371337414,0.12956369390162492,0.3599495713313532,0.2949017882347107,-1.0232856694010954,0.0002
35,0.009063427243381739,0.12546970208012964,0.35421702680719575,0.29272394040599464,-0.9593532919453704,0.0002
36,0.008588304556906224,0.11765497538373237,0.34300871036131486,0.28838381469249724,-0.8373173723218374,0.0002
37,0.009080130606889725,0.10803237402683163,0.3286827863257089,0.28295275643467904,-0.6870494165273737,0.0002
38,0.008887930773198605,0.10623458615421258,0.32593647564243644,0.28258049227297305,-0.6589748971172134,0.0002
39,0.008630107436329127,0.10331410799721732,0.3214251203580973,0.28059812299907205,-0.6133682813677892,0.0002
40,0.008809343073517084,0.1031875293084267,0.3212281577141498,0.28060800619423387,-0.6113916099765266,0.0002
41,0.008287725783884526,0.10773973557765504,0.3282373159432898,0.2831208875402808,-0.6824795315333232,0.0002
42,0.007929436676204205,0.10555137079679947,0.3248867045552949,0.2801846943795681,-0.6483057057709225,0.0002
43,0.008301441557705402,0.10483456950129288,0.3237816694954995,0.27779388017952444,-0.637112031483527,0.0002
44,0.008346815407276154,0.10384012650299206,0.3222423412635156,0.275320971570909,-0.6215826635957449,0.0002
45,0.007880056463181972,0.09825820105343239,0.3134616420767179,0.2693420767784119,-0.5344144961125414,0.0002
46,0.007546320278197527,0.09259889259819173,0.3043006615145484,0.26256173960864543,-0.4460379042495237,0.0002
47,0.008370059914886952,0.09077169017680202,0.3012834050803363,0.2609700785949826,-0.4175040429264605,0.0002
48,0.007882605958729982,0.09084046129722738,0.3013975137542236,0.26215716674923895,-0.4185779828415337,0.0002
49,0.007345269806683064,0.09187460052264378,0.3031082323570968,0.26475094640627506,-0.43472725284103864,0.0002
50,0.00745310764759779,0.0915108866693219,0.30250766381915334,0.26247848649509253,-0.4290474438989784,0.0002
51,0.007299236487597227,0.08969384923531842,0.2994893140586462,0.2602757432498038,-0.40067232051158874,0.0002
52,0.007607087772339582,0.0882498944716773,0.29706883793437056,0.2571823510341346,-0.3781233108889026,0.0002
53,0.0081096394918859,0.0852762319462147,0.2920209443622404,0.2532894312404096,-0.3316861602317762,0.0002
54,0.006421897886320948,0.08360910232524257,0.2891523859926502,0.25280741462484,-0.30565201926549523,0.0002
55,0.007681230269372463,0.08415091270501536,0.2900877672447002,0.2527500556781888,-0.31411300971671974,0.0002
56,0.007194196619093418,0.08795064306760626,0.2965647367230404,0.2560306882485747,-0.37345015702015893,0.0002
57,0.005984538141638041,0.08774332807099587,0.296215003115973,0.25693004922941326,-0.3702126955904761,0.0002
58,0.006790662463754415,0.08664982016471082,0.29436341512611724,0.25677874283865093,-0.3531363155526914,0.0002
59,0.005783630209043622,0.08439497367945585,0.29050813014347093,0.25510985902510586,-0.3179243017320621,0.0002
60,0.006097452342510223,0.08193962884491975,0.2862509892470588,0.2527523403521627,-0.2795812762474159,0.0002
61,0.006755371019244194,0.08020010060375046,0.2831962227921666,0.24934959900565445,-0.2524165477969549,0.0002
62,0.005871852021664381,0.08269074042249047,0.28755997708737296,0.25022963373921814,-0.2913107449377266,0.0002
