window_id,split,lake_name,target_datetime,length,window_days,target_raw,target_transformed,ice_prev_m,ice_prev_gap_days,Air_Temperature_celsius,ice_prev_available
train_000000,train,【Huo】Lake Hnagzhang,2020-12-02 00:00:00,2,7,0.0,0.0,0.0,1.0,-5.109655761718727,1.0
train_000001,train,【Huo】Lake Hnagzhang,2020-12-03 00:00:00,3,7,0.0,0.0,0.0,1.0,-5.266882324218727,1.0
train_000002,train,【Huo】Lake Hnagzhang,2020-12-04 00:00:00,4,7,0.006000000052154,0.006000000052154064,0.0,1.0,-2.126501464843728,1.0
train_000003,train,【Huo】Lake Hnagzhang,2020-12-05 00:00:00,5,7,0.0099999997764825,0.009999999776482582,0.006000000052154,1.0,-1.622869873046852,1.0
train_000004,train,【Huo】Lake Hnagzhang,2020-12-06 00:00:00,6,7,0.0160000007599592,0.01600000075995922,0.0099999997764825,1.0,-5.434179687499977,1.0
train_000005,train,【Huo】Lake Hnagzhang,2020-12-07 00:00:00,7,7,0.0260000005364418,0.026000000536441803,0.0160000007599592,1.0,-4.176641845703102,1.0
train_000006,train,【Huo】Lake Hnagzhang,2020-12-08 00:00:00,8,7,0.0299999993294477,0.029999999329447746,0.0260000005364418,1.0,-0.6889709472656023,1.0
train_000007,train,【Huo】Lake Hnagzhang,2020-12-09 00:00:00,8,7,0.0280000008642673,0.02800000086426735,0.0299999993294477,1.0,-1.806982421874977,1.0
train_000008,train,【Huo】Lake Hnagzhang,2020-12-10 00:00:00,8,7,0.0280000008642673,0.02800000086426735,0.0280000008642673,1.0,-3.035864257812477,1.0
train_000009,train,【Huo】Lake Hnagzhang,2020-12-11 00:00:00,8,7,0.0340000018477439,0.03400000184774399,0.0280000008642673,1.0,-7.014227294921852,1.0
train_000010,train,【Huo】Lake Hnagzhang,2020-12-12 00:00:00,8,7,0.0419999994337558,0.041999999433755875,0.0340000018477439,1.0,-7.353186035156227,1.0
train_000011,train,【Huo】Lake Hnagzhang,2020-12-13 00:00:00,8,7,0.050000000745058,0.05000000074505806,0.0419999994337558,1.0,-10.30393066406248,1.0
train_000012,train,【Huo】Lake Hnagzhang,2020-12-14 00:00:00,8,7,0.061999998986721,0.06199999898672104,0.050000000745058,1.0,-11.49735107421873,1.0
train_000013,train,【Huo】Lake Hnagzhang,2020-12-15 00:00:00,8,7,0.0799999982118606,0.07999999821186066,0.061999998986721,1.0,-10.35260620117185,1.0
train_000014,train,【Huo】Lake Hnagzhang,2020-12-16 00:00:00,8,7,0.096000000834465,0.09600000083446503,0.0799999982118606,1.0,-4.002813720703102,1.0
train_000015,train,【Huo】Lake Hnagzhang,2020-12-17 00:00:00,8,7,0.108000002801418,0.1080000028014183,0.096000000834465,1.0,-6.397436523437477,1.0
train_000016,train,【Huo】Lake Hnagzhang,2020-12-18 00:00:00,8,7,0.115999996662139,0.11599999666213989,0.108000002801418,1.0,-7.299108886718727,1.0
train_000017,train,【Huo】Lake Hnagzhang,2020-12-19 00:00:00,8,7,0.131999999284744,0.13199999928474426,0.115999996662139,1.0,-6.134313964843727,1.0
train_000018,train,【Huo】Lake Hnagzhang,2020-12-20 00:00:00,8,7,0.143999993801116,0.14399999380111694,0.131999999284744,1.0,-2.644079589843728,1.0
train_000019,train,【Huo】Lake Hnagzhang,2020-12-21 00:00:00,8,7,0.151999995112419,0.15199999511241913,0.143999993801116,1.0,-0.8605712890624773,1.0
train_000020,train,【Huo】Lake Hnagzhang,2020-12-22 00:00:00,8,7,0.150000005960464,0.15000000596046448,0.151999995112419,1.0,1.993554687500023,1.0
train_000021,train,【Huo】Lake Hnagzhang,2020-12-23 00:00:00,8,7,0.151999995112419,0.15199999511241913,0.150000005960464,1.0,-4.407873535156227,1.0
train_000022,train,【Huo】Lake Hnagzhang,2020-12-24 00:00:00,8,7,0.158000007271766,0.15800000727176666,0.151999995112419,1.0,-6.073309326171852,1.0
train_000023,train,【Huo】Lake Hnagzhang,2020-12-25 00:00:00,8,7,0.162000000476837,0.16200000047683716,0.158000007271766,1.0,-7.067663574218727,1.0
train_000024,train,【Huo】Lake Hnagzhang,2020-12-26 00:00:00,8,7,0.165999993681907,0.16599999368190765,0.162000000476837,1.0,-0.4701293945312272,1.0
train_000025,train,【Huo】Lake Hnagzhang,2020-12-27 00:00:00,8,7,0.165999993681907,0.16599999368190765,0.165999993681907,1.0,-10.3686584472656,1.0
train_000026,train,【Huo】Lake Hnagzhang,2020-12-28 00:00:00,8,7,0.173999994993209,0.17399999499320984,0.165999993681907,1.0,-10.23471679687498,1.0
train_000027,train,【Huo】Lake Hnagzhang,2020-12-29 00:00:00,8,7,0.181999996304512,0.18199999630451202,0.173999994993209,1.0,-15.67429199218748,1.0
train_000028,train,【Huo】Lake Hnagzhang,2020-12-30 00:00:00,8,7,0.200000002980232,0.20000000298023224,0.181999996304512,1.0,-11.13577880859373,1.0
train_000029,train,【Huo】Lake Hnagzhang,2020-12-31 00:00:00,8,7,0.206000000238418,0.20600000023841858,0.200000002980232,1.0,-11.0308898925781,1.0
train_000030,train,【Huo】Lake Hnagzhang,2021-01-01 00:00:00,8,7,0.209999993443489,0.20999999344348907,0.206000000238418,1.0,-14.46610107421873,1.0
train_000031,train,【Huo】Lake Hnagzhang,2021-01-02 00:00:00,8,7,0.222000002861022,0.22200000286102295,0.209999993443489,1.0,-11.2794250488281,1.0
train_000032,train,【Huo】Lake Hnagzhang,2021-01-03 00:00:00,8,7,0.236000001430511,0.23600000143051147,0.222000002861022,1.0,-9.167730712890602,1.0
train_000033,train,【Huo】Lake Hnagzhang,2021-01-04 00:00:00,8,7,0.241999998688697,0.24199999868869781,0.236000001430511,1.0,-13.4423889160156,1.0
train_000034,train,【Huo】Lake Hnagzhang,2021-01-05 00:00:00,8,7,0.256000012159347,0.25600001215934753,0.241999998688697,1.0,-9.574682617187475,1.0
train_000035,train,【Huo】Lake Hnagzhang,2021-01-06 00:00:00,8,7,0.26800000667572,0.2680000066757202,0.256000012159347,1.0,-18.6962951660156,1.0
train_000036,train,【Huo】Lake Hnagzhang,2021-01-07 00:00:00,8,7,0.287999987602233,0.2879999876022339,0.26800000667572,1.0,-16.80472412109373,1.0
