split,loss,rmse,mae,r2,bias,negative_count
val,0.019693433538641187,0.1398151233142178,0.12451494112610817,0.6947313653525942,0.07447908818721771,0.0
test,0.049609640043598184,0.2227322159984904,0.2045905681120025,-28.077626428067784,-0.2045905681120025,0.0
