lake_name,Unnamed: 1,lake_id,sample_datetime,era5_datetime,doy,latitude,longitude,total_ice_m,Ten_Meter_Elevation_Wind_Speed_meterPerSecond,Air_Temperature_celsius,Relative_Humidity_percent,Shortwave_Radiation_Downwelling_wattPerMeterSquared,Longwave_Radiation_Downwelling_wattPerMeterSquared,Sea_Level_Barometric_Pressure_pascal,Surface_Level_Barometric_Pressure_pascal,Precipitation_millimeterPerDay,Snowfall_millimeterPerDay,doy_sin,doy_cos,ice_prev_available,ice_prev_m,ice_prev_gap_days
【Huo】Lake Hnagzhang,Lake Hnagzhang,,2020-12-01 00:00:00,2020-12-01 00:00:00,336,40.7000007629394,122.095001220703,0.0,4.0041478434498,-5.8039611816406,62.7115126244215,47.2077430555555,202.869635416666,104081.3203125,104030.9921875,0.0,0.0,-0.4822058478963534,0.8760579434344277,0.0,0.0,0.0
【Huo】Lake Hnagzhang,Lake Hnagzhang,,2020-12-02 00:00:00,2020-12-02 00:00:00,337,40.7000007629394,122.095001220703,0.0,3.6074533321314,-4.83792724609372,63.9372739159123,29.9007986111111,240.255277777777,103583.453125,103533.7265625,0.0,0.0,-0.46706492487743034,0.8842230238742036,1.0,0.0,1.0
【Huo】Lake Hnagzhang,Lake Hnagzhang,,2020-12-03 00:00:00,2020-12-03 00:00:00,338,40.7000007629394,122.095001220703,0.0,4.27808987214432,-5.32730712890622,55.5428834602998,44.5882638888888,193.904201388888,103604.71875,103554.953125,2.23517417907714e-05,5.58793544769287e-06,-0.451785789832884,0.8921264484954345,1.0,0.0,1.0
【Huo】Lake Hnagzhang,Lake Hnagzhang,,2020-12-04 00:00:00,2020-12-04 00:00:00,339,40.7000007629394,122.095001220703,0.00600000005215406,2.68186576121239,-5.44217529296872,55.1644704711975,43.243125,196.22125,103260.28125,103210.640625,0.0,0.0,-0.4363729641045924,0.8997658785476209,1.0,0.0,1.0
【Huo】Lake Hnagzhang,Lake Hnagzhang,,2020-12-05 00:00:00,2020-12-05 00:00:00,340,40.7000007629394,122.095001220703,0.00999999977648258,2.72197328248463,-3.5665344238281,89.0202702321303,39.0707638888888,215.576388888888,102974.3046875,102925.6875,4.47034835815429e-05,0.0,-0.42083100859565564,0.9071390534005044,1.0,0.00600000005215406,1.0
【Huo】Lake Hnagzhang,Lake Hnagzhang,,2020-12-06 00:00:00,2020-12-06 00:00:00,341,40.7000007629394,122.095001220703,0.0160000007599592,2.23713975658826,-2.18707885742185,66.8838347363629,34.904375,236.139600694444,102670.9453125,102622.5390625,0.0,0.0,-0.4051645224207555,0.9142437912130227,1.0,0.00999999977648258,1.0
【Huo】Lake Hnagzhang,Lake Hnagzhang,,2020-12-07 00:00:00,2020-12-07 00:00:00,342,40.7000007629394,122.095001220703,0.0260000005364418,4.92261682010483,-6.00787963867185,50.092443345476,38.3127430555555,190.687118055555,103394.9375,103345.2578125,2.23517417907714e-05,0.0,-0.3893781415452015,0.9210779895789526,1.0,0.0160000007599592,1.0
【Huo】Lake Hnagzhang,Lake Hnagzhang,,2020-12-08 00:00:00,2020-12-08 00:00:00,343,40.7000007629394,122.095001220703,0.0299999993294477,2.41020807300454,-5.6409973144531,57.7176816891068,37.1563194444444,195.452083333333,103165.9609375,103116.953125,0.0,0.0,-0.3734765374130716,0.9276396261490464,1.0,0.0260000005364418,1.0
【Huo】Lake Hnagzhang,Lake Hnagzhang,,2020-12-09 00:00:00,2020-12-09 00:00:00,344,40.7000007629394,122.095001220703,0.0280000008642673,7.02335822375443,0.333245849609397,68.6759498817312,34.0910416666666,223.4590625,102378.296875,102330.1015625,2.23517417907714e-05,0.0,-0.3574644155648614,0.9339267592294762,1.0,0.0299999993294477,1.0
【Huo】Lake Hnagzhang,Lake Hnagzhang,,2020-12-10 00:00:00,2020-12-10 00:00:00,345,40.7000007629394,122.095001220703,0.0280000008642673,0.756936789831878,-2.2380432128906,67.0900176897801,34.3681597222222,208.218020833333,102141.21875,102093.5078125,0.0,0.0,-0.34134651424503615,0.9399375283564133,1.0,0.0280000008642673,1.0
【Huo】Lake Hnagzhang,Lake Hnagzhang,,2020-12-11 00:00:00,2020-12-11 00:00:00,346,40.7000007629394,122.095001220703,0.0340000018477439,5.60801563721952,-4.8309387207031,56.5503228563752,32.4405555555555,203.024496527777,102425.421875,102376.046875,0.0,0.0,-0.3251276029999093,0.9456701548465688,1.0,0.0280000008642673,1.0
【Huo】Lake Hnagzhang,Lake Hnagzhang,,2020-12-12 00:00:00,2020-12-12 00:00:00,347,40.7000007629394,122.095001220703,0.0419999994337558,3.48227493758377,-7.45633544921872,62.9682950678764,28.5393055555555,213.177586805555,102306.3984375,102257.515625,0.0,0.0,-0.30881248126625377,0.9511229423235357,1.0,0.0340000018477439,1.0
【Huo】Lake Hnagzhang,Lake Hnagzhang,,2020-12-13 00:00:00,2020-12-13 00:00:00,348,40.7000007629394,122.095001220703,0.050000000745058,7.95097476777605,-9.35407104492185,49.0065517926691,32.20625,168.532638888888,102848.1640625,102798.234375,2.23517417907714e-05,0.0,-0.2924059769510765,0.9562942772197722,1.0,0.0419999994337558,1.0
【Huo】Lake Hnagzhang,Lake Hnagzhang,,2020-12-14 00:00:00,2020-12-14 00:00:00,349,40.7000007629394,122.095001220703,0.061999998986721,5.1738323807657,-10.2464355468749,44.1210584414603,31.2931944444444,167.246961805555,103418.4921875,103368.0,0.0,0.0,-0.27591294500296043,0.9611826292540837,1.0,0.050000000745058,1.0
【Huo】Lake Hnagzhang,Lake Hnagzhang,,2020-12-15 00:00:00,2020-12-15 00:00:00,350,40.7000007629394,122.095001220703,0.0799999982118606,4.01624957809862,-11.9647888183593,47.9682545987294,30.3284722222222,163.104027777777,103618.0625,103566.9375,2.23517417907714e-05,0.0,-0.2593382659754047,0.9657865518844576,1.0,0.061999998986721,1.0
【Huo】Lake Hnagzhang,Lake Hnagzhang,,2020-12-16 00:00:00,2020-12-16 00:00:00,351,40.7000007629394,122.095001220703,0.096000000834465,3.57991987028479,-11.6820129394531,51.0617719331586,28.9246180555555,170.506284722222,103612.796875,103562.5234375,0.0,0.0,-0.2426868445825954,0.9701046827361175,1.0,0.0799999982118606,1.0
【Huo】Lake Hnagzhang,Lake Hnagzhang,,2020-12-17 00:00:00,2020-12-17 00:00:00,352,40.7000007629394,122.095001220703,0.108000002801418,2.13309985958465,-5.76102294921872,65.50161451836,26.9873958333333,197.95,102872.6171875,102823.8046875,0.0,0.0,-0.22596360824801906,0.974135744004672,1.0,0.096000000834465,1.0
【Huo】Lake Hnagzhang,Lake Hnagzhang,,2020-12-18 00:00:00,2020-12-18 00:00:00,353,40.7000007629394,122.095001220703,0.115999996662139,6.20782950130799,-7.5340637207031,48.1158173571771,26.6603472222222,180.058072916666,103557.2890625,103507.4765625,0.0,0.0,-0.20917350564635637,0.9778785428342386,1.0,0.108000002801418,1.0
【Huo】Lake Hnagzhang,Lake Hnagzhang,,2020-12-19 00:00:00,2020-12-19 00:00:00,354,40.7000007629394,122.095001220703,0.131999999284744,0.746676998194414,-8.01590576171872,50.3190308884758,25.8974305555555,186.670711805555,103547.9296875,103498.6796875,0.0,0.0,-0.19232150523909483,0.9813319716704275,1.0,0.115999996662139,1.0
【Huo】Lake Hnagzhang,Lake Hnagzhang,,2020-12-20 00:00:00,2020-12-20 00:00:00,355,40.7000007629394,122.095001220703,0.143999993801116,1.62648918811268,-7.2983459472656,55.259917067336,24.5919444444444,195.558472222222,103431.1484375,103381.7890625,0.0,5.58793544769287e-06,-0.17541259380427843,0.9844950085880858,1.0,0.131999999284744,1.0
【Huo】Lake Hnagzhang,Lake Hnagzhang,,2020-12-21 00:00:00,2020-12-21 00:00:00,356,40.7000007629394,122.095001220703,0.151999995112419,3.89142922206281,-3.06894531249997,86.2447025144457,23.7661805555555,209.747083333333,102780.1796875,102731.984375,0.0,0.0,-0.1584517749608372,0.9873667175937014,1.0,0.143999993801116,1.0
【Huo】Lake Hnagzhang,Lake Hnagzhang,,2020-12-22 00:00:00,2020-12-22 00:00:00,357,40.7000007629394,122.095001220703,0.150000005960464,4.86746191026688,-1.0753234863281,77.6849115946343,23.4510416666666,212.140902777777,102165.3671875,102117.171875,0.0,5.58793544769287e-06,-0.14144406768794113,0.9899462489023781,1.0,0.151999995112419,1.0
【Huo】Lake Hnagzhang,Lake Hnagzhang,,2020-12-23 00:00:00,2020-12-23 00:00:00,358,40.7000007629394,122.095001220703,0.151999995112419,6.37961370844387,0.783532714843772,84.9825312955338,21.7659722222222,228.863333333333,101813.21875,101766.578125,0.0,0.0,-0.12439450483979998,0.9922328391893008,1.0,0.150000005960464,1.0
【Huo】Lake Hnagzhang,Lake Hnagzhang,,2020-12-24 00:00:00,2020-12-24 00:00:00,359,40.7000007629394,122.095001220703,0.158000007271766,4.63748931396359,-5.46317138671872,49.3329992045226,22.5840277777777,191.513923611111,102263.75,102214.9765625,0.0,0.0,-0.10730813165636247,0.9942258118156161,1.0,0.151999995112419,1.0
【Huo】Lake Hnagzhang,Lake Hnagzhang,,2020-12-25 00:00:00,2020-12-25 00:00:00,360,40.7000007629394,122.095001220703,0.162000000476837,2.32114859334408,-6.53668823242185,46.4747531423845,21.9633680555555,191.432430555555,102338.453125,102289.515625,0.0,2.79396772384643e-06,-0.09019000427034513,0.9959245770286599,1.0,0.158000007271766,1.0
【Huo】Lake Hnagzhang,Lake Hnagzhang,,2020-12-26 00:00:00,2020-12-26 00:00:00,361,40.7000007629394,122.095001220703,0.165999993681907,2.08199158396993,-6.17679443359372,55.8537478694763,19.6702083333333,210.064895833333,102507.21875,102458.6640625,0.0,0.0,-0.07304518821104655,0.9973286321364753,1.0,0.162000000476837,1.0
【Huo】Lake Hnagzhang,Lake Hnagzhang,,2020-12-27 00:00:00,2020-12-27 00:00:00,362,40.7000007629394,122.095001220703,0.165999993681907,4.68850259571858,-3.12821044921872,94.6142105202802,18.2139236111111,246.177256944444,102038.3828125,101989.921875,4.47034835815429e-05,0.0083819031715393,-0.05587875690537313,0.9984375616565666,1.0,0.165999993681907,1.0
【Huo】Lake Hnagzhang,Lake Hnagzhang,,2020-12-28 00:00:00,2020-12-28 00:00:00,363,40.7000007629394,122.095001220703,0.173999994993209,6.53508146675787,-11.3425048828124,64.18179138214,19.203125,198.704097222222,102975.2578125,102924.0546875,0.0,0.0,-0.03869579017652778,0.999251037438848,1.0,0.165999993681907,1.0
【Huo】Lake Hnagzhang,Lake Hnagzhang,,2020-12-29 00:00:00,2020-12-29 00:00:00,364,40.7000007629394,122.095001220703,0.181999996304512,9.98617047857018,-12.8524230957031,47.1334480880017,15.6861111111111,208.701979166666,103831.6171875,103779.0234375,0.00797957181930542,0.0141039490699768,-0.021501372740813793,0.999768818762748,1.0,0.173999994993209,1.0
【Huo】Lake Hnagzhang,Lake Hnagzhang,,2020-12-30 00:00:00,2020-12-30 00:00:00,365,40.7000007629394,122.095001220703,0.200000002980232,6.69775343272505,-15.5271057128906,48.4982713955364,20.3522916666666,161.960642361111,103260.6796875,103208.46875,2.23517417907714e-05,0.0,-0.004300592702982862,0.9999907524084426,1.0,0.181999996304512,1.0
【Huo】Lake Hnagzhang,Lake Hnagzhang,,2020-12-31 00:00:00,2020-12-31 00:00:00,366,40.7000007629394,122.095001220703,0.206000000238418,4.20172383140731,-11.9553894042968,48.5257347838389,21.4976041666666,164.914618055555,102829.515625,102779.03125,0.0,0.0,0.012901459949419653,0.9999167727021953,1.0,0.200000002980232,1.0
【Huo】Lake Hnagzhang,Lake Hnagzhang,,2021-01-01 00:00:00,2021-01-01 00:00:00,1,40.7000007629394,122.095001220703,0.209999993443489,4.25784484526604,-12.6169494628906,58.7169225908631,20.9136805555555,170.538020833333,102965.3203125,102914.6640625,0.0,0.0,0.017201575418260506,0.9998520419557735,1.0,0.206000000238418,1.0
【Huo】Lake Hnagzhang,Lake Hnagzhang,,2021-01-02 00:00:00,2021-01-02 00:00:00,2,40.7000007629394,122.095001220703,0.222000002861022,2.33450211765343,-14.1767944335937,62.1713879447847,20.6863541666666,171.286388888888,103277.5859375,103226.734375,2.23517417907714e-05,0.0,0.03439806061360801,0.9994082116062598,1.0,0.209999993443489,1.0
【Huo】Lake Hnagzhang,Lake Hnagzhang,,2021-01-03 00:00:00,2021-01-03 00:00:00,3,40.7000007629394,122.095001220703,0.236000001430511,3.04611114171514,-12.4415039062499,55.839470580993,20.9307986111111,173.984010416666,103645.1328125,103594.96875,2.23517417907714e-05,0.0,0.05158436686940837,0.9986686402879997,1.0,0.222000002861022,1.0
【Huo】Lake Hnagzhang,Lake Hnagzhang,,2021-01-04 00:00:00,2021-01-04 00:00:00,4,40.7000007629394,122.095001220703,0.241999998688697,1.59777764976503,-9.11484374999997,68.3007775663942,10.3400347222222,262.27515625,103302.8359375,103251.71875,1.7188936471939,1.72183010727167,0.06875540848113941,0.9976335468520451,1.0,0.236000001430511,1.0
【Huo】Lake Hnagzhang,Lake Hnagzhang,,2021-01-05 00:00:00,2021-01-05 00:00:00,5,40.7000007629394,122.095001220703,0.256000012159347,4.18652973808509,-14.0744689941406,47.4021608942568,21.4568055555555,158.532430555555,103811.421875,103759.953125,0.0,0.0,0.08590610426133272,0.9963032375991965,1.0,0.241999998688697,1.0
【Huo】Lake Hnagzhang,Lake Hnagzhang,,2021-01-06 00:00:00,2021-01-06 00:00:00,6,40.7000007629394,122.095001220703,0.26800000667572,4.63583217500538,-10.8649963378906,45.4093099351125,15.36,201.673003472222,102785.296875,102735.8046875,0.232234597206115,0.229803845286369,0.1030313790431788,0.9946781061893646,1.0,0.256000012159347,1.0
【Huo】Lake Hnagzhang,Lake Hnagzhang,,2021-01-07 00:00:00,2021-01-07 00:00:00,7,40.7000007629394,122.095001220703,0.287999987602233,6.4379184899689,-19.5803283691406,44.4854666107253,20.4942361111111,149.604166666666,103477.40625,103425.015625,0.0,0.00331364572048187,0.12012616518235049,0.9927586335250793,1.0,0.26800000667572,1.0
【Huo】Lake Hnagzhang,Lake Hnagzhang,,2021-01-08 00:00:00,2021-01-08 00:00:00,8,40.7000007629394,122.095001220703,0.300000011920928,5.16720396558398,-16.7059387207031,48.4498922150277,20.3732291666666,162.595329861111,102916.8046875,102865.3515625,0.0,0.0,0.13718540405660057,0.9905453876091833,1.0,0.287999987602233,1.0
【Huo】Lake Hnagzhang,Lake Hnagzhang,,2021-01-09 00:00:00,2021-01-09 00:00:00,9,40.7000007629394,122.095001220703,0.305999994277954,4.59542283290351,-12.9989379882812,54.99224275156,21.3940277777777,169.592951388888,102663.9453125,102613.5625,0.0,0.0,0.1542040475626894,0.988039023376751,1.0,0.300000011920928,1.0
【Huo】Lake Hnagzhang,Lake Hnagzhang,,2021-01-10 00:00:00,2021-01-10 00:00:00,10,40.7000007629394,122.095001220703,0.312000006437301,4.15660770809956,-8.70084228515622,61.203728381844,21.4161458333333,185.1290625,102811.3828125,102762.03125,0.0,2.79396772384643e-06,0.17117705961019986,0.985240282501282,1.0,0.305999994277954,1.0
【Huo】Lake Hnagzhang,Lake Hnagzhang,,2021-01-11 00:00:00,2021-01-11 00:00:00,11,40.7000007629394,122.095001220703,0.312000006437301,5.50018234051994,-5.32266845703122,76.9278289258144,13.3814930555555,239.732013888888,102580.40625,102531.2421875,0.0,0.0119246542453765,0.18809941761179758,0.9821499931752291,1.0,0.312000006437301,1.0
【Huo】Lake Hnagzhang,Lake Hnagzhang,,2021-01-12 00:00:00,2021-01-12 00:00:00,12,40.7000007629394,122.095001220703,0.316000014543533,5.80922890166489,-3.4835266113281,77.121223758072,17.9430555555555,220.467534722222,101158.1015625,101110.1875,0.0,0.0,0.20496611396949535,0.9787690698649216,1.0,0.312000006437301,1.0
【Huo】Lake Hnagzhang,Lake Hnagzhang,,2021-01-13 00:00:00,2021-01-13 00:00:00,13,40.7000007629394,122.095001220703,0.319999992847442,7.39352248067503,-5.83951416015622,67.8020081744628,21.6476041666666,209.580520833333,101198.8125,101149.296875,0.0,5.58793544769287e-06,0.22177215755648186,0.975098513039961,1.0,0.316000014543533,1.0
【Huo】Lake Hnagzhang,Lake Hnagzhang,,2021-01-14 00:00:00,2021-01-14 00:00:00,14,40.7000007629394,122.095001220703,0.324000000953674,4.84488573638494,-8.43683471679685,59.1704348900832,22.8770138888888,198.595034722222,102335.703125,102285.9609375,0.0,0.0,0.23851257519407645,0.9711394088771653,1.0,0.319999992847442,1.0
