epoch,train_loss,val_loss,val_rmse,val_mae,val_r2,lr
1,0.06891725212335587,1.2888067969242747,1.135256269273275,0.7523672437029225,-19.338893111147183,0.0002
2,0.04449292905628681,1.332445796521591,1.1543161596900526,0.7446667186561085,-20.027568054827945,0.0002
3,0.0374969482421875,1.281404343973703,1.1319913179762922,0.7048660194323886,-19.22207366258338,0.0002
4,0.031174500286579133,0.8250880940133221,0.9083435990930536,0.6025124490261078,-12.02086440843245,0.0002
5,0.038148288056254386,0.6855610079834417,0.8279861158156226,0.5569457205988112,-9.818962233766687,0.0002
6,0.027931482717394828,0.8226163457424165,0.9069819985768276,0.5624349292899881,-11.981857302014648,0.0002
7,0.023269596323370934,0.8019015521859465,0.8954895600653011,0.5545027966478041,-11.654953399141082,0.0002
8,0.028485657647252083,0.6215596473256658,0.7883905423872523,0.5191589175235658,-8.808945188160614,0.0002
9,0.026468267291784288,0.48705990599501203,0.6978967731656395,0.48051598934190615,-6.686380449264497,0.0002
10,0.02148962803184986,0.4198000845510797,0.6479198133651105,0.4574358812755063,-5.624941044779915,0.0002
11,0.02102469801902771,0.4527995449905382,0.6729038155565312,0.448432379003082,-6.145711497112587,0.0002
12,0.016889758035540582,0.522395734689485,0.7227694893183337,0.44561356323815526,-7.24402155150406,0.0002
13,0.018067356571555136,0.5671826674574474,0.7531153082081438,0.44879050668151604,-7.9508122361261595,0.0002
14,0.017987724952399732,0.5127022110552668,0.7160322695628087,0.44363563419097946,-7.091046302198073,0.0002
15,0.017172309383749963,0.4941562404150294,0.7029624744003263,0.4380773105436847,-6.798368985943645,0.0002
16,0.017919238097965716,0.4195197247217622,0.6477034234290894,0.4178500817645164,-5.620516635617303,0.0002
17,0.01701982244849205,0.493474112402458,0.7024771258926926,0.43117317947603406,-6.787604200431248,0.0002
18,0.01406194232404232,0.6039601881552971,0.7771487554871956,0.4482937832141206,-8.531204940565411,0.0002
19,0.016169186867773532,0.5482698194770217,0.7404524424141106,0.434404321901855,-7.652345162225513,0.0002
20,0.014915688894689083,0.32918045952169867,0.5737425028021705,0.39202356143366723,-4.194856355869702,0.0002
21,0.013267824053764343,0.22481864300030807,0.47415044342519397,0.3656213191293535,-2.5479036580880865,0.0002
22,0.014036266505718232,0.1960162556414789,0.44273723091861034,0.3572467365080402,-2.0933679749778555,0.0002
23,0.013423759676516055,0.22956265370750034,0.47912697034032675,0.37024711444973946,-2.622769748895482,0.0002
24,0.013301751390099526,0.23966222956675248,0.48955309167316313,0.37062400827805203,-2.7821529817892494,0.0002
25,0.01467285044491291,0.2327893289437744,0.48248246490807767,0.3659298400438967,-2.673690494263665,0.0002
26,0.013821033015847205,0.18833959527957495,0.43398110014097957,0.34622603229113985,-1.9722212096721798,0.0002
27,0.013481306843459606,0.1694380881014097,0.41162858027766935,0.33359786371390027,-1.6739331070227088,0.0002
28,0.013303116336464882,0.15556314713895272,0.39441494284440176,0.32273619604252635,-1.454970154753711,0.0002
29,0.012160119973123074,0.1681589655023459,0.41007190284430106,0.32668002499710946,-1.653747041989146,0.0002
30,0.013144887797534466,0.18096638452117106,0.4254014392561114,0.3306256208036627,-1.8558632374307065,0.0002
31,0.011961082182824611,0.18613163440648348,0.43142975605129913,0.3310851311045034,-1.93737697987872,0.0002
32,0.0111076382920146,0.18804189324923612,0.4336379748698632,0.32972319007274653,-1.967523120099342,0.0002
33,0.01256330255419016,0.1490584726536569,0.3860809146456956,0.31345727915565175,-1.3523187104914944,0.0002
34,0.01366135273128748,0.13581385897489498,0.368529319016676,0.30505523795173284,-1.143303067065613,0.0002
35,0.012085595726966858,0.1436708825366259,0.3790394208214047,0.30786983349493574,-1.2672961766419895,0.0002
36,0.011229791678488255,0.15994435840516882,0.39993044195855965,0.3140585947604406,-1.5241108419797413,0.0002
37,0.012934084795415402,0.18356494014900884,0.42844479241672295,0.3228431964914004,-1.8968715136782346,0.0002
38,0.011505932174623012,0.18502589317759993,0.43014636250653093,0.3218771368265152,-1.919927077599711,0.0002
39,0.01129456665366888,0.17348302015835215,0.41651292916109117,0.31766418722413836,-1.7377669112394005,0.0002
40,0.010741892829537391,0.17176102127330642,0.4144406124806139,0.3175442701294309,-1.7105917354535158,0.0002
41,0.01098867878317833,0.1612962144403788,0.40161699969047476,0.3143812980325449,-1.5454447265211728,0.0002
42,0.01234916802495718,0.1494276734806285,0.38655875812174856,0.3075648934713432,-1.3581451355027858,0.0002
43,0.010625699162483215,0.1365319206225865,0.36950226064611097,0.3030082585201377,-1.1546349277715513,0.0002
44,0.011041654087603093,0.13022038844908201,0.3608606219152791,0.29983659283745856,-1.0550314972567314,0.0001
