split,loss,rmse,mae,r2,bias,negative_count
val,0.13096278940196254,0.3571980569572072,0.2969449535012245,-1.0135279929219627,0.12984857637257802,0.0
test,0.22818331419420643,0.4776853715514077,0.3886701829679724,-132.74475528196785,-0.2781420383964562,0.0
