split,loss,rmse,mae,r2,bias,negative_count
val,0.09754847784807234,0.31181131017702035,0.26867826245725157,-0.5183000708320971,0.15914572067558766,0.0
test,0.12242957138197785,0.3498993732231852,0.33388116252091193,-70.75946725807782,-0.3185209594666958,0.0
