split,loss,rmse,mae,r2,bias,negative_count
val,0.7694315449228085,0.7289147225860788,0.2711180903429392,-10.686041508563301,0.18081377298432408,0.0
test,2.3294612302875346,1.5262572621571813,0.5158235196276364,-481.97821854952446,0.06409450187789278,0.0
