split,loss,rmse,mae,r2,bias,negative_count
val,40.92901306145606,2.843025787826333,1.3936877737028732,-280.0793187257421,1.3641999105198517,0.0
test,7.650364001174215,2.7659291388562752,1.4553745687649535,-1585.186165496496,1.0229386334427852,0.0
