fold_name,target_lake,train_lakes,run_dir,train_windows,val_windows,test_windows,best_epoch,best_val_rmse,final_val_loss,final_test_loss,val_rmse,val_mae,val_r2,test_rmse,test_mae,test_r2
xiaoxingkai_transfer_daily12_history_autoreg,【Li】Lake Xiaoxingkai,【Huo】Lake Hnagzhang | 【Huo】Lake Ulansu | 【IISD Experimental】Lake 239 | 【IISD Experimental】Lake 302 | 【North Temperate Lakes LTER】Big Muskellunge Lake | 【North Temperate Lakes LTER】Bog 12-15 (Trout Bog) | 【North Temperate Lakes LTER】Bog 27-2 (Crystal Bog) | 【North Temperate Lakes LTER】Crystal Lake (NTL),S:\STU-Papers\My_Papers\EXP1-Pre-Training-Standalone\outputs\runs\xiaoxingkai_transfer_daily12_history_autoreg\xiaoxingkai_transfer_daily12_history_autoreg_20260415_133508,278,40,36,117,0.1398151233142178,0.019693433538641187,0.049609640043598184,0.1398151233142178,0.1245149411261081,0.6947313653525942,0.2227322159984904,0.2045905681120025,-28.077626428067784
