split,loss,rmse,mae,r2,bias,negative_count
val,16.98729281224785,1.6880597328098639,0.6072266881648778,-61.83474297597595,0.42694051802712335,0.0
test,1.488420939320342,1.2200085816584825,0.6359346484079853,-871.4060082523343,-0.11330307605547002,0.0
